los animales de la granja,farm animals,0,0
los animales domésticos, domestcated animals,0,0
las mascotas,pets,0,0
el caballo,horse,0,0
el cerdo,pig,0,0
el conejo,rabbit,0,0
la gallina,chicken or hen,0,0
el gato,cat,0,0
el insecto,insect,0,0
la mosca,fly,0,0
el mosquito,mosquito,0,0
el perro,dog,0,0
el pez,fish,0,0
los peces,fish pl,0,0
la ranta,frog,0,0
el rata,rat,0,0
el ratón,mouse,0,0
el toro,bull,0,0
la vaca,cow,0,0
los animales salvajes,wild animals,0,0
los animales en peligro de extinción, endagered animals,0,0
el elefante,elephant,0,0
la hormiga,ant,0,0
el león,lion,0,0
el oso,bear,0,0
el pájaro / el ave,bird,0,0
la serpiente, snake,0,0
el árbol,tree,0,0
el bosque,forest,0,0
la cueva,cave,0,0
la finca,farm,0,0
la granja,farm,0,0
el hoyo,hole,0,0
el océano,ocean,0,0
el río,river,0,0
la selva,jungle,0,0
peligroso,dangerous,0,0
cuidar,to take care of,0,0
preocuparse (por),to worry about,0,0
el medio ambiente,the environment,0,0
los desastres,disaters,0,0
el cambio climático,climate change,0,0
la contaminación,pollution,0,0
el derrame de petróleo, oil spill,0,0
la destrucción,destruction,0,0
el efecto invernadero,greenhouse effect,0,0
el huracán,hurricane,0,0
el incendio,fire,0,0
la inundación,flood,0,0
la lluvia ácida,acid rain,0,0
la tragedia,tragedy,0,0
el terremoto,earthquake,0,0
la tormenta,storm,0,0
el tornado,tornado,0,0
el tsunami,tsunami,0,0
el reciclaje,recycling,0,0
el aluminio,aluminum,0,0
la botella,bottle,0,0
la caja de cartón,cardboard box,0,0
la lata,can,0,0
el papel,paper,0,0
el periódico,newspaper,0,0
el plástico,plastic,0,0
el vidrio,glass,0,0
el planeta,the planet,0,0
el cielo,sky,0,0
la naturaleza,nature,0,0
el recurso natural,natural resource,0,0
la selva tropical,tropical rain forest,0,0
la tierra,land or soil,0,0
la Tierra,Earth,0,0
botar,to throw away,0,0
contaminar,to pollute,0,0
hacer daño,to do damage or to harm,0,0
matar,to kill,0,0
plantar,to plant,0,0
proteger,to protect,0,0
reciclar,to recycle,0,0
reforestar,to reforest,0,0
reutilizar,to reuse,0,0
sembrar(e->ie),to sow,0,0
el aire,air,0,0
la basura,trash,0,0
la calidad,quality,0,0
la ecología,ecology,0,0
el vertedero,dump,0,0
puro,pure,0,0
vivo,alive or living,0,0
la política,politics,0,0
los cargos,posistions,0,0
el alcalde,mayor m.,0,0
la alcaldesa,mayor f.,0,0
el candidato,candidate,0,0
el dictador,dictator,0,0
el diputado,deputy,0,0
el gobernador,governor,0,0
el juez,judge m.,0,0
la jueza,judge f.,0,0
er rey,king,0,0
la reina,queen,0,0
el senador,senator,0,0
las administraciones y los regímenes,administrations and regimes,0,0
el congreso,congress,0,0
la democracia,democracy,0,0
la dictadura,dictatorship,0,0
el estado,state,0,0
el gobierno,government,0,0
la ley,law,0,0
la monarquía,monarchy,0,0
la presidencia,presidency,0,0
las cuestiones políticas,political matters,0,0
el bienestar,well-being or wellfare,0,0
la corte,court,0,0
la defensa,defense,0,0
la delincuencia,crime,0,0
el desempleo,unemployment,0,0
la deuda externa,foreign debt,0,0
el discurso,speech,0,0
las elecciones,elections,0,0
la encuesta,survey or poll,0,0
la guerra,war,0,0
la huelga,strike,0,0
el impuesto,tax,0,0
la infación,inflation,0,0
el juicio,trial,0,0
el partido político,political party,0,0
el voto,vote,0,0
apoyar,to support,0,0
combatir,to combat,0,0
elegir,to elect,0,0
estar en huelga,to be on strike,0,0
llevar a cabo,to carry out,0,0
luchar,to fight,0,0
meterse en política,to get involved in politics,0,0
resolver(o->ue),to resolve,0,0
votar,to vote,0,0
a,to or at,0,0
a la derecha de,to the right of,0,0
a la izquierda de,to the lefto of,0,0
acerca de,about,0,0
(a)fuera de,outside of,0,0
al lado de,next to,0,0
antes de,before(time/space),0,0
cerca de,near,0,0
con,with,0,0
de,of or from or about,0,0
debajo de,under or underneath,0,0
delante de,in front of,0,0
dentro de,inside of,0,0
desde,from,0,0
después de,after,0,0
detrás de,behind,0,0
en,in,0,0
encima de,on top of,0,0
enfrente de,across from or facing,0,0
entre,between or among,0,0
hasta,until,0,0
lejos de,far from,0,0
para,for or in order to,0,0
por,for or through or by or because of,0,0
según,according to,0,0
sin,without,0,0
sobre,over or about,0,0
preposicionales mí, preposition object me,0,0
preposicionales ti, preposition object you,0,0
